time,p_rate
30800.0,28.51552875461416
30801.000080651665,28.410187620868633
30802.00016130333,28.31391040720387
30803.000241954996,28.22045186006047
30804.000322606662,28.123778488260353
30805.000403258327,28.022224141641644
30806.000483909993,27.917402545810663
30807.00056456166,27.81007091653344
30808.000645213324,27.703498746615256
30809.00072586499,27.600562634038486
30810.000806516655,27.498287925364245
30811.00088716832,27.388365050678978
30812.000967819986,27.263943752603915
30813.00104847165,27.122314760095943
30814.001129123317,26.96435435377973
30815.001209774982,26.79378846166368
30816.001290426648,26.61380293311236
30817.001371078313,26.428686401728143
30818.00145172998,26.248027531938813
30819.001532381644,26.082006123455688
30820.00161303331,25.93108779720722
30821.001693684975,25.78802656611977
30822.00177433664,25.649966009066965
30823.001854988306,25.516730804319284
30824.00193563997,25.386305990746482
30825.002016291637,25.256193096353606
30826.002096943303,25.128754053235298
30827.002177594968,25.007037473788596
30828.002258246634,24.888633907351647
30829.0023388983,24.76485703277061
30830.002419549965,24.62708607118662
30831.00250020163,24.474308646008424
30832.002580853296,24.30904694551253
30833.00266150496,24.13364604023966
30834.002742156626,23.94864053925998
30835.002822808292,23.755121176352823
30836.002903459957,23.554895094066254
30837.002984111623,23.346029000019033
30838.00306476329,23.122391661660526
30839.003145414954,22.881050269407837
30840.00322606662,22.6271407197103
30841.003306718285,22.372534126745375
30842.00338736995,22.12845500277042
30843.003468021616,21.8989768655487
30844.00354867328,21.68013832395993
30845.003629324947,21.460120568767127
30846.003709976612,21.225688564003807
30847.003790628278,20.972731822002295
30848.003871279943,20.708971959672613
30849.00395193161,20.443763517504497
30850.004032583274,20.17900927210558
30851.00411323494,19.90841527294862
30852.004193886605,19.623054905412452
30853.00427453827,19.313171371394073
30854.004355189936,18.9765705490458
30855.0044358416,18.624693153679637
30856.004516493267,18.276697223790023
30857.004597144933,17.943150129264087
30858.004677796598,17.6168524439839
30859.004758448264,17.281341592566385
30860.00483909993,16.926944823623614
30861.004919751595,16.554378319895086
30862.00500040326,16.165706838119906
30863.005081054926,15.759378607863878
30864.00516170659,15.33579873041169
30865.005242358253,14.898848449177468
30866.00532300992,14.453317167455333
30867.005403661584,14.004691703686168
30868.00548431325,13.560372423344553
30869.005564964915,13.126607079462483
30870.00564561658,12.706853115356601
30871.005726268246,12.300975183681176
30872.00580691991,11.901528790528655
30873.005887571577,11.494967305238028
30874.005968223242,11.076106581658909
30875.006048874908,10.651971020603952
30876.006129526573,10.233361757661084
30877.00621017824,9.825369992946761
30878.006290829904,9.43297100430162
30879.00637148157,9.063291674694106
30880.006452133235,8.720929877211159
30881.0065327849,8.40296795162994
30882.006613436566,8.098553275814089
30883.00669408823,7.7936448225263595
30884.006774739897,7.4786893199618
30885.006855391563,7.156368585880312
30886.006936043228,6.837924994708604
30887.007016694894,6.533762260325396
30888.00709734656,6.248060464418744
30889.007177998225,5.9814594462735045
30890.00725864989,5.7334579540698325
30891.007339301555,5.49728813910451
30892.00741995322,5.260727954845724
30893.007500604886,5.01451993708198
30894.007581256552,4.756893633867947
30895.007661908217,4.491959472914888
30896.007742559883,4.224647040581922
30897.00782321155,3.957222283988506
30898.007903863214,3.689411960872533
30899.00798451488,3.416569618984125
30900.008065166545,3.134803564028705
30901.00814581821,2.847205455980552
30902.008226469876,2.561282616878873
30903.00830712154,2.2778140591399816
30904.008387773207,1.9874106887602592
30905.008468424872,1.6802945439204302
30906.008549076538,1.3536856571927955
30907.008629728203,1.0108926311976623
30908.00871037987,0.6558706822532218
30909.008791031534,0.2936841488617102
30910.0088716832,-0.07133745598956166
30911.008952334865,-0.43720418119139676
30912.00903298653,-0.8054435402140034
30913.009113638196,-1.1778315557832675
30914.00919428986,-1.555843995232918
30915.009274941527,-1.9408975858509725
30916.009355593193,-2.3338966912161987
30917.009436244858,-2.7305149809283105
30918.009516896524,-3.125890421202745
30919.00959754819,-3.5166533292778785
30920.009678199855,-3.901463780505385
30921.00975885152,-4.276600136235831
30922.009839503186,-4.635410697958109
30923.00992015485,-4.971648755486867
30924.010000806516,-5.280139210009046
30925.010081458182,-5.557147842077856
30926.010162109847,-5.804609411543416
30927.010242761513,-6.034061079235645
30928.01032341318,-6.264279983883536
30929.010404064844,-6.511803215663543
30930.01048471651,-6.786023397361598
30931.010565368175,-7.087269767730466
30932.01064601984,-7.40729304318859
30933.010726671506,-7.733593363920671
30934.01080732317,-8.056514366739304
30935.010887974837,-8.375456019931546
30936.010968626502,-8.700458047596845
30937.011049278168,-9.043952140765365
30938.011129929833,-9.41261070159257
30939.0112105815,-9.80289879240582
30940.011291233164,-10.206045086494894
30941.01137188483,-10.615400813105374
30942.011452536495,-11.030644644960475
30943.01153318816,-11.452580301814754
30944.011613839826,-11.878837448336087
30945.01169449149,-12.306401321983573
30946.011775143157,-12.733226482154583
30947.011855794823,-13.155043045827433
30948.011936446488,-13.564394219859507
30949.012017098154,-13.957872019846969
30950.01209774982,-14.338644270962448
30951.012178401485,-14.715317064873734
30952.01225905315,-15.096834198308745
30953.012339704816,-15.48684708899899
30954.01242035648,-15.88177552187917
30955.012501008147,-16.274044988877844
30956.012581659812,-16.65765042986608
30957.012662311477,-17.03183100262766
30958.012742963143,-17.399183204635445
30959.01282361481,-17.763055660973727
30960.012904266474,-18.12793431799319
30961.01298491814,-18.496212569164204
30962.013065569805,-18.868069108660244
30963.01314622147,-19.240107844796942
30964.013226873136,-19.60908607219074
30965.0133075248,-19.978116649308383
30966.013388176467,-20.355756574763753
30967.013468828132,-20.75076684935291
30968.013549479798,-21.160715352442043
30969.013630131463,-21.57305103984378
30970.01371078313,-21.976562415028972
30971.013791434794,-22.369857311900056
30972.01387208646,-22.760749335766064
30973.013952738125,-23.156613403068086
30974.01403338979,-23.552345901862594
30975.014114041456,-23.922957145125054
30976.01419469312,-24.23518970413671
30977.014275344787,-24.472717527564594
30978.014355996453,-24.64275312009971
30979.014436648118,-24.764150995487466
30980.014517299784,-24.853532346918197
30981.01459795145,-24.924770372433855
30982.014678603115,-24.985182750990685
30983.01475925478,-25.03400646493442
30984.014839906446,-25.06859721823032
30985.01492055811,-25.09228077140205
30986.015001209777,-25.10958934107245
30987.015081861442,-25.11567802854302
30988.015162513107,-25.099555177355313
30989.015243164773,-25.05607847921486
30990.01532381644,-24.989715467574857
30991.015404468104,-24.906738763522906
30992.01548511977,-24.811453612188018
30993.015565771435,-24.70791924135611
30994.0156464231,-24.5979838846141
30995.015727074766,-24.477876467211495
30996.015807726428,-24.34673071323476
30997.015888378093,-24.211638437625346
