time,control
2000.0,1.3457219449811784e-05
2001.0000654493094,1.3420994973268042e-05
2002.000130898619,1.241328518476516e-05
2003.0001963479285,1.1371800371066081e-05
2004.000261797238,1.1022552255104012e-05
2005.0003272465476,1.1013059238604574e-05
2006.000392695857,1.1131867396163771e-05
2007.0004581451665,1.0698715376038804e-05
2008.0005235944761,1.0073460373373799e-05
2009.0005890437856,9.710165542189789e-06
2010.000654493095,8.980204281836532e-06
2011.0007199424047,8.474814602558392e-06
2012.000785391714,8.208026476064972e-06
2013.0008508410235,8.03195019368356e-06
2014.0009162903332,8.37180772389575e-06
2015.0009817396426,8.792909277057321e-06
2016.0010471889523,9.402275591802472e-06
2017.0011126382617,9.954212295225993e-06
2018.0011780875711,9.85445707158454e-06
2019.0012435368808,9.579505751413213e-06
2020.0013089861902,8.706796621425547e-06
2021.0013744354997,7.936157000788077e-06
2022.0014398848093,7.579683180123242e-06
2023.0015053341187,7.427809030969413e-06
2024.0015707834282,7.3840425931414644e-06
2025.0016362327378,6.433868073100084e-06
2026.0017016820473,5.986877065111386e-06
2027.0017671313567,5.522148088178014e-06
2028.0018325806664,4.9434798905373084e-06
2029.0018980299758,4.748165940958546e-06
2030.0019634792852,4.49192934745758e-06
2031.0020289285949,4.210129212865532e-06
2032.0020943779043,3.989200112976818e-06
2033.0021598272137,3.658656747382256e-06
2034.0022252765234,3.6996659498146885e-06
2035.0022907258328,4.032628080896628e-06
2036.0023561751423,3.945522949588654e-06
2037.002421624452,3.5842307432729654e-06
2038.0024870737614,2.9744908557963563e-06
2039.0025525230708,2.63177311755468e-06
2040.0026179723804,3.0689642640766147e-06
2041.0026834216899,2.981378379460211e-06
2042.0027488709993,2.810555614723482e-06
2043.002814320309,2.266166559098431e-06
2044.0028797696184,1.568325969420255e-06
2045.0029452189278,1.4968404038915114e-06
2046.0030106682375,1.4349600173090128e-06
2047.003076117547,1.4683826397289705e-06
2048.0031415668564,1.3187285538764719e-06
2049.003207016166,1.3729711041706522e-06
2050.0032724654757,1.343342712655242e-06
2051.003337914785,6.839211355018827e-07
2052.0034033640945,3.073034347378622e-08
2053.003468813404,-9.57925163213357e-07
2054.0035342627134,-1.4869958146966013e-06
2055.003599712023,-1.3614462805589617e-06
2056.0036651613327,-1.4789276680837736e-06
2057.003730610642,-1.65298717818672e-06
2058.0037960599516,-2.5837206429789952e-06
2059.0038615092612,-3.508940670897866e-06
2060.0039269585704,-4.387983494341367e-06
2061.00399240788,-5.2018827480178205e-06
2062.0040578571898,-5.111951141731191e-06
2063.004123306499,-4.7721992057771496e-06
2064.0041887558086,-4.426475072578588e-06
2065.0042542051183,-4.718359559800951e-06
2066.0043196544275,-5.356774797062067e-06
2067.004385103737,-5.840923547242769e-06
2068.004450553047,-5.939132885827171e-06
2069.004516002356,-5.452702442568089e-06
2070.0045814516657,-5.4451857965384424e-06
2071.0046469009753,-5.660246966504389e-06
2072.0047123502845,-5.928637991535054e-06
2073.004777799594,-6.060331926253454e-06
2074.004843248904,-5.885586502793348e-06
2075.004908698213,-5.923209052819056e-06
2076.0049741475227,-6.265317847513614e-06
2077.0050395968324,-6.826569756031324e-06
2078.0051050461416,-6.727763983169637e-06
2079.0051704954512,-6.703831829943878e-06
2080.005235944761,-7.01094398553975e-06
2081.00530139407,-7.323545244614457e-06
2082.0053668433798,-7.834033894647133e-06
2083.0054322926894,-8.564593189793382e-06
2084.0054977419986,-9.15815935125045e-06
2085.0055631913083,-9.70231974677281e-06
2086.005628640618,-1.0232645268900266e-05
2087.005694089927,-1.0477248194616946e-05
2088.005759539237,-1.081186345266409e-05
2089.0058249885465,-1.1206665989595128e-05
2090.0058904378557,-1.1465158056303363e-05
2091.0059558871653,-1.1282681570276307e-05
2092.006021336475,-1.0986265647417762e-05
2093.0060867857846,-1.0450987890216689e-05
2094.006152235094,-1.0780483509016155e-05
2095.0062176844035,-1.1415531254982942e-05
2096.0062831337127,-1.1678667504081647e-05
2097.0063485830224,-1.1686295619165004e-05
2098.006414032332,-1.129435012874865e-05
2099.0064794816417,-1.1045487283244428e-05
2100.006544930951,-1.1087575659220715e-05
2101.0066103802606,-1.10039708919702e-05
2102.00667582957,-1.1344395305607006e-05
2103.0067412788794,-1.1587227671331592e-05
2104.006806728189,-1.1495609009515619e-05
2105.0068721774987,-1.1483621629746842e-05
2106.006937626808,-1.1327504995867906e-05
2107.0070030761176,-1.128373180817956e-05
2108.0070685254273,-1.1626553985603708e-05
2109.0071339747365,-1.1695175735476324e-05
2110.007199424046,-1.2157933491505543e-05
2111.007264873356,-1.2740396029737423e-05
2112.007330322665,-1.3484895530283753e-05
2113.0073957719746,-1.4083072660802763e-05
2114.0074612212843,-1.42327070085862e-05
2115.0075266705935,-1.403573766115177e-05
2116.007592119903,-1.4012054507681972e-05
2117.007657569213,-1.4533299512810622e-05
2118.007723018522,-1.463904812984222e-05
2119.0077884678317,-1.4793102022288918e-05
2120.0078539171413,-1.5135666545840938e-05
2121.0079193664506,-1.4613056388898702e-05
2122.00798481576,-1.4523754625751037e-05
2123.00805026507,-1.4672641112708106e-05
2124.008115714379,-1.5005979552208453e-05
2125.0081811636887,-1.5280077535713082e-05
2126.0082466129984,-1.4670167438119393e-05
2127.0083120623076,-1.3728915015949093e-05
2128.0083775116173,-1.3505170532778566e-05
2129.008442960927,-1.355739981439774e-05
2130.008508410236,-1.3581408850365555e-05
2131.008573859546,-1.3917873432895023e-05
