time,pred
0,-0.5112260857651436
1,-0.5120141680610097
2,-0.5117835954047771
3,-0.5121843822441751
4,-0.5119328488543172
5,-0.5115329201590932
6,-0.5123396471358868
7,-0.5121005781136209
8,-0.5125147093966146
9,-0.51225245551134
10,-0.5117932513572307
11,-0.5126249797783548
12,-0.5123756517603536
13,-0.5128071363356198
14,-0.5125309585170695
15,-0.5120226748428994
16,-0.5128826488688131
17,-0.5126224811461056
18,-0.5130723475055644
19,-0.512783029956021
20,-0.5122544159128805
21,-0.5131356771376218
22,-0.51286784396934
23,-0.5133314522925994
24,-0.5130345858149983
25,-0.5124679859068478
26,-0.5133682845668742
27,-0.513094046992459
28,-0.5135698355250813
29,-0.513266552402578
30,-0.5126545189456889
31,-0.5135700496856352
32,-0.5132907069735981
33,-0.5137755164643151
34,-0.513467209309275
35,-0.5128211769286772
36,-0.5137462056689717
37,-0.5134633073349816
38,-0.5139540004431556
39,-0.5136424475572422
40,-0.5129475630336262
41,-0.5138847121735436
42,-0.5135970878302406
43,-0.5140959196946934
44,-0.5137779102140404
45,-0.5130317697068077
46,-0.513984696835215
47,-0.513690786924155
48,-0.5141996130758263
49,-0.5138730065514299
50,-0.5130973624884437
51,-0.5140640312097385
52,-0.5137646779829003
53,-0.5142823712517473
54,-0.5139490895000515
55,-0.5131384902856663
56,-0.5141208157354332
57,-0.5138156668831559
58,-0.5143436722484646
59,-0.514002913851011
60,-0.5131613597684838
61,-0.5141600625206681
62,-0.5138493113246975
63,-0.5143871253912332
64,-0.5140394530112197
65,-0.5131808178116533
66,-0.5141900114742336
67,-0.5138758367483499
68,-0.5144192538077285
69,-0.514068516499129
70,-0.5131921701160488
71,-0.5142032450621011
72,-0.5138888320738723
73,-0.5144327604833514
74,-0.5140829990303976
75,-0.5131930655424478
76,-0.5142043790633132
77,-0.5138898217740924
78,-0.5144338319695455
79,-0.5140850565478747
80,-0.5132060608679702
81,-0.5142103755536944
82,-0.513898701468752
83,-0.514438452486748
84,-0.5140936322170845
85,-0.5132359588209063
86,-0.5142270634568197
87,-0.5139206669375842
88,-0.5144519753414741
89,-0.5141139231155162
90,-0.5133159468567831
91,-0.5142858049914782
92,-0.5139872379261604
93,-0.5145051680038218
94,-0.5141784195223613
95,-0.5134292862460559
96,-0.5143785424191109
97,-0.5140869222114329
98,-0.5145930294314189
99,-0.5142754315545964
100,-0.5135376996952644
101,-0.5144781670997386
102,-0.5141886119166179
103,-0.5146904586961675
104,-0.5143738720826786
105,-0.5136512122581248
106,-0.5145917181292339
107,-0.5143009423425603
108,-0.5148032043389957
109,-0.5144841746873156
110,-0.5137604717531963
111,-0.5147080420663762
112,-0.5144133899621647
113,-0.514921374756743
114,-0.5145971462665926
115,-0.5138468741586614
116,-0.5148089263848942
117,-0.51450819535916
118,-0.5150263593136202
119,-0.5146939200433569
120,-0.5139317248277347
121,-0.5149068908280626
122,-0.5146014974056612
123,-0.5151280206712561
124,-0.5147902151457647
125,-0.5140464977807299
126,-0.5150246903835665
127,-0.5147188943895178
128,-0.5152470251433233
129,-0.5149107874065466
130,-0.5141783044277559
131,-0.5151522797616797
132,-0.5148485680929998
133,-0.5153739751010962
134,-0.5150423663821803
135,-0.5143208545717077
136,-0.515287437092481
137,-0.5149866045147009
138,-0.515507103797494
139,-0.5151802394459142
140,-0.5144564291350225
141,-0.5154151023059912
142,-0.5151164549556361
143,-0.5156324598858251
144,-0.5153085760019258
145,-0.5145823062091894
146,-0.5155372041431056
147,-0.5152387116024388
148,-0.5157535246751741
149,-0.5154289893892032
150,-0.5147017258372889
151,-0.5156604144642247
152,-0.515359478368564
153,-0.5158776335504276
154,-0.5155490675237201
155,-0.5148232672283544
156,-0.5157873801134065
157,-0.5154835276391727
158,-0.5160057583119891
159,-0.5156738536735764
160,-0.5149599484346346
161,-0.5159271650102359
162,-0.5156218447949908
163,-0.5161470549484483
164,-0.5158139287064754
165,-0.5151086740281803
166,-0.5160802641179584
167,-0.5157733934303513
168,-0.5163016139100276
169,-0.515968072507085
170,-0.5152838268544696
171,-0.5162531512161485
172,-0.5159473835061275
173,-0.5164741755458728
174,-0.5161439544368978
175,-0.5154745357414475
176,-0.5164348302911006
177,-0.5161324025127307
178,-0.5166541105915303
179,-0.5163291319472729
180,-0.5156675993035518
181,-0.5166205049487964
182,-0.5163202649761434
183,-0.5168377383811413
184,-0.5165156684968729
185,-0.5158716917964832
186,-0.5168173081089253
187,-0.5165186747176587
188,-0.5170322619531412
189,-0.5167125902865439
190,-0.5160609251667256
191,-0.5170088633162915
192,-0.5167076550576944
193,-0.5172245941851645
194,-0.5169016280386451
195,-0.5162342413527905
196,-0.5171936117265482
197,-0.5168871126864463
198,-0.5174129166815284
199,-0.5170822133252698
200,-0.5164074860666056
201,-0.5173806987498313
202,-0.5170689382765297
203,-0.517603873176344
204,-0.5172667051835989
205,-0.5166015468333274
206,-0.517581001779795
207,-0.5172669877240735
208,-0.5178063060327505
209,-0.5174682205734082
210,-0.5167969622824196
211,-0.5177800645063001
212,-0.517464890627477
213,-0.5180071061668226
214,-0.5176682695946794
215,-0.5169764150807935
216,-0.51796831145725
217,-0.517649537902815
218,-0.5181970223984819
219,-0.5178549405119158
220,-0.5171380187555288
221,-0.5181382959899732
222,-0.5178154930672746
223,-0.518368911363814
224,-0.5180223066418063
225,-0.5172584122237989
226,-0.5182726606927018
227,-0.5179441686651446
228,-0.5185071308224093
229,-0.5181518368649118
230,-0.5173506960473161
231,-0.5183822628042437
232,-0.5180468637554537
233,-0.5186205081867807
234,-0.518255925951387
235,-0.5174570199033953
236,-0.5184931833355318
237,-0.5181556515621775
238,-0.5187318690399185
239,-0.5183667168298939
240,-0.5175603110401522
241,-0.5186004214214914
242,-0.5182608731369034
243,-0.518840633360503
244,-0.5184743440228362
245,-0.51768262910124
246,-0.5187220342735306
247,-0.5183831081072071
248,-0.5189619696217437
249,-0.5185973951265131
250,-0.5178602107147232
251,-0.5188825354257801
252,-0.5185503399449248
253,-0.5191172072335993
254,-0.5187640212957136
255,-0.5181024298349598
256,-0.5190900003987212
257,-0.5187698313638484
258,-0.5193154834691756
259,-0.5189817658711573
260,-0.5184088981228728
261,-0.5193549105569636
262,-0.5190490507070296
263,-0.5195707193661829
264,-0.5192568626763252
265,-0.5187942692682063
266,-0.5196974300328963
267,-0.5194063297558924
268,-0.5199031558396248
269,-0.5196083596535288
270,-0.5192955755178206
271,-0.5201471558858057
272,-0.5198737111451057
273,-0.520339947063502
274,-0.520068645604244
275,-0.5199023000050684
276,-0.5207062092186836
277,-0.5204478314705454
278,-0.5208870173770102
279,-0.5206364719836674
280,-0.520551117932978
281,-0.5213306954689585
282,-0.5210774542170675
283,-0.521505924937006
284,-0.5212617349779773
285,-0.5211973002739512
286,-0.5219784380274923
287,-0.5217207400767765
288,-0.5221546125567127
289,-0.5219030258640597
290,-0.5218453408557089
291,-0.5226492016284427
292,-0.5223800373232532
293,-0.5228317854389498
294,-0.5225653509951081
295,-0.5224970309703312
296,-0.5233316850817371
297,-0.5230491039738009
298,-0.5235233168459382
299,-0.523241196535892
300,-0.5231317711031604
301,-0.5239996788486788
302,-0.5237036805010286
303,-0.5242010101307101
304,-0.5239034788043354
305,-0.5237412331089327
306,-0.5246426324701753
307,-0.5243332132328219
308,-0.5248525039584492
309,-0.5245411431071957
310,-0.5243280987596955
311,-0.5252603038776583
312,-0.5249381558329914
313,-0.52547806851842
314,-0.5251545382465983
315,-0.5248563632000155
316,-0.525823284807906
317,-0.5254869496104916
318,-0.5260503364529276
319,-0.5257114991668579
320,-0.5253372089297627
321,-0.5263311897990902
322,-0.5259838772740031
323,-0.5265653953079101
324,-0.5262147979613032
325,-0.5258315836665829
326,-0.5268298459973002
327,-0.5264806375030395
328,-0.5270657734747615
329,-0.5267158861156509
330,-0.5263627243961955
331,-0.5273511037353393
332,-0.5270050363417353
333,-0.5275854582782791
334,-0.5272434926791871
335,-0.5269514545921203
336,-0.5279204444761958
337,-0.527580689906697
338,-0.5281506157680238
339,-0.527820246123386
340,-0.5275784926291194
341,-0.5285284037586258
342,-0.5281944251819337
343,-0.5287544297209507
344,-0.5284329311151355
345,-0.5282285327907608
346,-0.5291646099849427
347,-0.5288334654799228
348,-0.5293870226640551
349,-0.5290698881143747
350,-0.5288971043391908
351,-0.5298264192572361
352,-0.529494787861809
353,-0.5300468678468881
354,-0.5297303272672989
355,-0.5295503305426364
356,-0.5304885164995043
357,-0.5301501626962839
358,-0.5307122541853286
359,-0.5303869202805132
360,-0.5301841751832812
361,-0.5311446661943613
362,-0.5307953430601455
363,-0.53137492687231
364,-0.531035537464235
365,-0.5308315033907114
366,-0.5318183971830703
367,-0.5314574793053239
368,-0.5320557901688554
369,-0.5317038135024205
370,-0.5314964724966385
371,-0.5325049713326067
372,-0.5321348855324723
373,-0.5327485041113987
374,-0.5323892783708849
375,-0.5321339920235246
376,-0.5331645557709672
377,-0.5327846841307774
378,-0.5334147762842455
379,-0.533046497954764
380,-0.5327559063263871
381,-0.5338047580214634
382,-0.5334171604700365
383,-0.5340602537531038
384,-0.5336843381023363
385,-0.5333691672774449
386,-0.534428889710454
387,-0.5340358754533907
388,-0.5346869478321031
389,-0.5343073769126087
390,-0.5340010475702562
391,-0.5350604196924349
392,-0.5346659669971422
393,-0.5353186889205127
394,-0.5349412557469024
395,-0.5346337696451327
396,-0.5356918821430162
397,-0.5352962179694324
398,-0.5359513160572662
399,-0.535574260705726
400,-0.5352824578380541
401,-0.5363376899275928
402,-0.5359417793141021
403,-0.5365974936425851
404,-0.5362216225148024
405,-0.535980717710033
406,-0.5370283719883575
407,-0.5366338524758981
408,-0.5372868767262282
409,-0.5369154272289177
410,-0.5367082950459137
411,-0.5377509031236337
412,-0.5373565545559706
413,-0.5380092320651909
414,-0.5376401954919122
415,-0.5374121103227304
416,-0.5384646049023452
417,-0.5380639491290947
418,-0.5387263709336542
419,-0.5383504158537225
420,-0.5380778303623976
421,-0.5391531644077202
422,-0.538741272094848
423,-0.5394218689482049
424,-0.5390317421932338
425,-0.5386874733180901
426,-0.5398033076554559
427,-0.5393740064184502
428,-0.5400837045688747
429,-0.5396711487896974
430,-0.539233546856048
431,-0.5404003984014825
432,-0.5399502497692226
433,-0.540694500935846
434,-0.5402564085934164
435,-0.5396964079420403
436,-0.5409220438976405
437,-0.5404482741482789
438,-0.5412318386051657
439,-0.5407660422199256
440,-0.5400480013866542
441,-0.5413391847737367
442,-0.540839520833254
443,-0.5416670260303504
444,-0.5411703914962056
445,-0.5402821560032899
446,-0.5416455544445516
447,-0.5411186036937721
448,-0.5419929951987508
449,-0.5414629464262706
450,-0.540419188878298
451,-0.5418470916622169
452,-0.5412966341338399
453,-0.542211163532136
454,-0.541654044858032
455,-0.5404748139255531
456,-0.5419485301337483
457,-0.5413818245047313
458,-0.5423244182978209
459,-0.5417502464139682
460,-0.5404507846198323
461,-0.5419570689314586
462,-0.5413790290270384
463,-0.542342060931943
464,-0.5417561891482625
465,-0.5403613929861766
466,-0.5418935363207396
467,-0.5413069666707736
468,-0.5422857168124471
469,-0.5416902805669779
470,-0.5402446334276731
471,-0.5417877377355319
472,-0.5411988857196126
473,-0.542183032165336
474,-0.5415850042814214
475,-0.5401157678449374
476,-0.5416587355540547
477,-0.5410713459356302
478,-0.5420538544172246
479,-0.5414587606182873
480,-0.5399718048976216
481,-0.5415089036329264
482,-0.5409242867940862
483,-0.5419025768032849
484,-0.5413110031865837
485,-0.539790740142631
486,-0.541328763913532
487,-0.5407440413227856
488,-0.5417230500959159
489,-0.5411288987493245
490,-0.5395713805669744
491,-0.5411213387242139
492,-0.5405321492933036
493,-0.5415179978704182
494,-0.5409155427202775
495,-0.5393289078465283
496,-0.5408954992078544
497,-0.5403002153730122
498,-0.5412952839121415
499,-0.5406842023273208
500,-0.5390302314542533
501,-0.5406211267804829
502,-0.5400165854677751
503,-0.541027286662648
504,-0.5404035796555734
505,-0.5386701475476948
506,-0.5402896939501359
507,-0.539675214900563
508,-0.5407033910187936
509,-0.540066043750144
510,-0.5382869778856828
511,-0.5399278193851211
512,-0.5393075098427987
513,-0.5403471988595495
514,-0.5397024099645714
515,-0.537925639762471
516,-0.5395682205590463
517,-0.5389502447999487
518,-0.5399880950269799
519,-0.5393478870814086
520,-0.5375640739831186
521,-0.5391955775178442
522,-0.5385843460378746
523,-0.5396127701227904
524,-0.5389819243659683
525,-0.5371986431039343
526,-0.5388130490598778
527,-0.5382099152033568
528,-0.5392254689445205
529,-0.5386042518805915
530,-0.5368155782041649
531,-0.5384151339953185
532,-0.5378186801185317
533,-0.5388234181594306
534,-0.5382075543692463
535,-0.5364064574663878
536,-0.5380017855872817
537,-0.5374075098227912
538,-0.538408243208205
539,-0.5377913661654229
540,-0.5359771350135513
541,-0.5375758333396369
542,-0.5369804735472553
543,-0.5379821606333489
544,-0.5373611948814301
545,-0.5355077309798651
546,-0.5371181602766865
547,-0.5365188666041131
548,-0.5375274322357086
549,-0.5368984848873865
550,-0.5350010032942646
551,-0.5366328902895684
552,-0.5360265276756195
553,-0.5370474368946802
554,-0.5364076050869582
555,-0.5344833083803887
556,-0.5361341140594391
557,-0.5355231077091943
558,-0.5365532192341445
559,-0.5359067547275863
560,-0.5339557431068329
561,-0.5356155545132409
562,-0.5350039753071425
563,-0.5360366928531967
564,-0.5353900044636021
565,-0.5334072620289575
566,-0.5350647720448134
567,-0.5344567525341354
568,-0.5354851334766636
569,-0.534842673140444
570,-0.532846108352339
571,-0.5344941842510543
572,-0.5338922589496861
573,-0.5349116357144491
574,-0.5342753596532605
575,-0.5322803485348068
576,-0.5339129417614231
577,-0.5333189400014059
578,-0.5343254871595166
579,-0.533697158763296
580,-0.5317055433468113
581,-0.5333235891636984
582,-0.5327364273298046
583,-0.5337316102479762
584,-0.5331093209790148
585,-0.5311225088414327
586,-0.532730228446748
587,-0.5321481532548732
588,-0.533135010580913
589,-0.5325161450674558
590,-0.5305226512182019
591,-0.5321256823037929
592,-0.5315466660069383
593,-0.532528840856793
594,-0.5319106393955958
595,-0.5299226350282497
596,-0.5315233009861864
597,-0.5309469931890989
598,-0.5319254809521449
599,-0.5313076332342829
600,-0.5293270486401476
601,-0.530925475912335
602,-0.5303522759579432
603,-0.5313262894880976
604,-0.5307101017812318
605,-0.5287259453108335
606,-0.5303205662869227
607,-0.5297504618895258
608,-0.5307190424779481
609,-0.5301059312424878
610,-0.5281104260586512
611,-0.529699976755401
612,-0.5291335589269227
613,-0.5300965733132581
614,-0.5294864023583687
615,-0.5274673059714045
616,-0.5290552980283326
617,-0.5284913010201673
618,-0.5294510568040169
619,-0.5288414724095016
620,-0.5268365151265687
621,-0.5284141726098279
622,-0.5278566325562752
623,-0.5288066632969528
624,-0.5282027936759391
625,-0.5262385434708814
626,-0.5277922595399178
627,-0.5272463329060226
628,-0.5281777597251335
629,-0.5275874458774771
630,-0.5256736124413766
631,-0.5271971590740829
632,-0.526664218980352
633,-0.5275740348324026
634,-0.5269993686022949
635,-0.5251303084118515
636,-0.5266250587287346
637,-0.5261042438968863
638,-0.5269940637889099
639,-0.5264322376195403
640,-0.5245952225509086
641,-0.5260694943889822
642,-0.5255573534312439
643,-0.5264321780148955
644,-0.5258782364633526
645,-0.5240922295078482
646,-0.5255438827815246
647,-0.5250413632337065
648,-0.525899634530827
649,-0.5253552134013423
650,-0.5236166261973572
651,-0.525044701093814
652,-0.5245517946985211
653,-0.525393777606512
654,-0.5248594988374488
655,-0.523163757318637
656,-0.5245707489755597
657,-0.5240863497233638
658,-0.5249138582734839
659,-0.5243883126088863
660,-0.5227450587060894
661,-0.5241315896487483
662,-0.5236557830362097
663,-0.5244686596700435
664,-0.5239525589097609
665,-0.5223686630702266
666,-0.5237354744462744
667,-0.5232679837056881
668,-0.5240671190370192
669,-0.5235605583828322
670,-0.5220338810472266
671,-0.5233758681127315
672,-0.5229188355554213
673,-0.5237005100887648
674,-0.5232065650448737
675,-0.521740793497253
676,-0.5230522903550734
677,-0.5226073012989394
678,-0.5233686896786628
679,-0.5228896715201319
680,-0.5214996489633192
681,-0.5227759824436538
682,-0.5223446818814216
683,-0.5230832674063624
684,-0.5226204979101137
685,-0.5213029728573195
686,-0.5225472184643684
687,-0.5221279241599024
688,-0.5228460418859437
689,-0.5223972673590748
690,-0.5211586686596809
691,-0.5223747469939173
692,-0.5219658004919008
693,-0.5226659650977222
694,-0.522228926701909
695,-0.5210453846014917
696,-0.5222383725324586
697,-0.5218376989539234
698,-0.5225232544378099
699,-0.5220950395889428
700,-0.5209481107870058
701,-0.5221279735739796
702,-0.521731108708745
703,-0.5224090964622643
704,-0.5219849337630401
705,-0.5208710308249561
706,-0.5220440330938158
707,-0.521649435264602
708,-0.5223239053778778
709,-0.5219009663479119
710,-0.5207935872510728
711,-0.5219683201141503
712,-0.5215732444815765
713,-0.5222489978687554
714,-0.521823965222766
715,-0.5207449347801354
716,-0.5219176997237335
717,-0.5215237881557733
718,-0.5221976267408629
719,-0.5217744178131504
720,-0.5207044471793304
721,-0.5218743826763421
722,-0.5214818345617552
723,-0.5221536225632114
724,-0.5217325899068628
725,-0.5206395532505304
726,-0.5218147265028258
727,-0.5214201874092502
728,-0.5220954033796106
729,-0.5216707585410549
730,-0.5205545054983397
731,-0.521737641747324
732,-0.5213401529256616
733,-0.5220197437362148
734,-0.5215907722661073
735,-0.5204489297226352
736,-0.5216418716375146
737,-0.5212406514243557
738,-0.5219261676022584
739,-0.5214921097873375
740,-0.5203286024991784
741,-0.5215283630446865
742,-0.5211252003857667
743,-0.5218145113109276
744,-0.5213770209535503
745,-0.5201998351172878
746,-0.5214039713093812
747,-0.520999715816848
748,-0.521690779803648
749,-0.5212522572272824
