time,p_rate
16400.0,-18.265143995332526
16401.000080651665,-19.342853866378224
16402.00016130333,-20.368913013456645
16403.000241954996,-21.301561154269226
16404.000322606662,-22.134029447116337
16405.000403258327,-22.88605746642705
16406.000483909993,-23.582263498548908
16407.00056456166,-24.253997810661577
16408.000645213324,-24.924267627971414
16409.00072586499,-25.62273492727518
16410.000806516655,-26.373319257410866
16411.00088716832,-27.17722935828905
16412.000967819986,-28.012887789217274
16413.00104847165,-28.835495423746146
16414.001129123317,-29.59076453023686
16415.001209774982,-30.222517543624278
16416.001290426648,-30.677610384340998
16417.001371078313,-30.908072242340857
16418.00145172998,-30.891912965617912
16419.001532381644,-30.625919033873355
16420.00161303331,-30.151924788378807
16421.001693684975,-29.530345005873247
16422.00177433664,-28.79994801572865
16423.001854988306,-27.982127376558413
16424.00193563997,-27.082024903845824
16425.002016291637,-26.101031553247296
16426.002096943303,-25.020122578389724
16427.002177594968,-23.80600360367839
16428.002258246634,-22.42978002703731
16429.0023388983,-20.901349093128292
16430.002419549965,-19.255353244304807
16431.00250020163,-17.520279751725287
16432.002580853296,-15.703628847213372
16433.00266150496,-13.815612098127563
16434.002742156626,-11.892278540040516
16435.002822808292,-9.961966822865458
16436.002903459957,-8.026272994874601
16437.002984111623,-6.0596210293811215
16438.00306476329,-4.039926092923027
16439.003145414954,-1.959943537282023
16440.00322606662,0.18704861278457238
16441.003306718285,2.3957035247160956
16442.00338736995,4.632921782668054
16443.003468021616,6.857075049407732
16444.00354867328,9.03631664976234
16445.003629324947,11.164710976953003
16446.003709976612,13.242786323185323
16447.003790628278,15.287464691279046
16448.003871279943,17.31380823044937
16449.00395193161,19.324829344064955
16450.004032583274,21.31566506741565
16451.00411323494,23.24692984908603
16452.004193886605,25.06567667153823
16453.00427453827,26.74018634883624
16454.004355189936,28.260060870023853
16455.0044358416,29.618759081488594
16456.004516493267,30.804043959206385
16457.004597144933,31.806267924152685
16458.004677796598,32.641011933167604
16459.004758448264,33.3122432925204
16460.00483909993,33.81974457605141
16461.004919751595,34.16864836698052
16462.00500040326,34.37318399716107
16463.005081054926,34.44362326258428
16464.00516170659,34.38600397099187
16465.005242358253,34.21766265544062
16466.00532300992,33.944628763651686
16467.005403661584,33.58169037785348
16468.00548431325,33.12688101382764
16469.005564964915,32.55646295347406
16470.00564561658,31.832479686214775
16471.005726268246,30.91672650521688
16472.00580691991,29.78786327675076
16473.005887571577,28.462736423201697
16474.005968223242,26.98526459857912
16475.006048874908,25.412022874953784
16476.006129526573,23.787900163464926
16477.00621017824,22.14540791128346
16478.006290829904,20.499656891415565
16479.00637148157,18.845722014111868
16480.006452133235,17.163782130920342
16481.0065327849,15.437748493348245
16482.006613436566,13.652873038411697
16483.00669408823,11.814442223474686
16484.006774739897,9.938257270405225
16485.006855391563,8.039378263313674
16486.006936043228,6.1307945774220824
16487.007016694894,4.210137504511978
16488.00709734656,2.2897552064611477
16489.007177998225,0.4039947291115702
16490.00725864989,-1.4089864190693466
16491.007339301555,-3.1249247666356066
16492.00741995322,-4.734459589420693
16493.007500604886,-6.2333052649277425
16494.007581256552,-7.631604208767274
16495.007661908217,-8.954509379171718
16496.007742559883,-10.241661061386987
16497.00782321155,-11.508774559357207
